Time,Values[Absorbance_0.59],Values[Absorbance_1.53],Values[Absorbance_6.6],Values[Absorbance_500],[sGC{[NO]=0.59}],[6C-sGC-NO{[NO]=0.59}],[5C-sGC-NO{[NO]=0.59}],[NO{[NO]=0.59}],[sGC{[NO]=1.53}],[6C-sGC-NO{[NO]=1.53}],[5C-sGC-NO{[NO]=1.53}],[NO{[NO]=1.53}],[sGC{[NO]=6.6}],[6C-sGC-NO{[NO]=6.6}],[5C-sGC-NO{[NO]=6.6}],[NO{[NO]=6.6}],[sGC{[NO]=500}],[6C-sGC-NO{[NO]=500}],[5C-sGC-NO{[NO]=500}],[NO{[NO]=500}]
0.000132101,0.0579542,0.0574432,0.0548488,0.0308381,4.64383e-07,5.61687e-09,7.22188e-14,5.84383e-07,4.55572e-07,1.44276e-08,4.81834e-13,1.51557e-06,4.10844e-07,5.91474e-08,8.66207e-12,6.54084e-06,1.70275e-11,4.60839e-07,9.14399e-09,0.00049953
0.000134724,0.0579478,0.0574269,0.0547855,0.0308339,4.64273e-07,5.72718e-09,7.50951e-14,5.84273e-07,4.55291e-07,1.47082e-08,5.00963e-13,1.51529e-06,4.09753e-07,6.02381e-08,9.00009e-12,6.53975e-06,1.39088e-11,4.60643e-07,9.34322e-09,0.00049953
0.000137347,0.0579414,0.0574106,0.0547224,0.0308298,4.64162e-07,5.83745e-09,7.80269e-14,5.84162e-07,4.55011e-07,1.49885e-08,5.20457e-13,1.51501e-06,4.08665e-07,6.13258e-08,9.34423e-12,6.53866e-06,1.13632e-11,4.60446e-07,9.54236e-09,0.00049953
0.00013997,0.057935,0.0573944,0.0546594,0.0308257,4.64052e-07,5.94766e-09,8.1014e-14,5.84052e-07,4.54731e-07,1.52687e-08,5.40315e-13,1.51473e-06,4.0758e-07,6.24103e-08,9.69445e-12,6.53758e-06,9.28557e-12,4.60249e-07,9.74142e-09,0.00049953
0.000142594,0.0579286,0.0573781,0.0545967,0.0308216,4.63942e-07,6.05783e-09,8.40564e-14,5.83942e-07,4.54451e-07,1.55486e-08,5.60537e-13,1.51445e-06,4.06498e-07,6.34918e-08,1.00508e-11,6.5365e-06,7.58979e-12,4.60052e-07,9.94039e-09,0.00049953
0.000145217,0.0579223,0.0573619,0.0545341,0.0308176,4.63832e-07,6.16795e-09,8.7154e-14,5.83832e-07,4.54171e-07,1.58283e-08,5.81122e-13,1.51417e-06,4.05419e-07,6.45702e-08,1.04131e-11,6.53542e-06,6.20569e-12,4.59855e-07,1.01393e-08,0.00049953
0.00014784,0.0579159,0.0573457,0.0544717,0.0308135,4.63722e-07,6.27803e-09,9.03068e-14,5.83722e-07,4.53892e-07,1.61078e-08,6.02071e-13,1.51389e-06,4.04344e-07,6.56456e-08,1.07815e-11,6.53434e-06,5.07598e-12,4.59657e-07,1.03381e-08,0.00049953
0.000150463,0.0579095,0.0573295,0.0544095,0.0308095,4.63612e-07,6.38806e-09,9.35148e-14,5.83612e-07,4.53612e-07,1.6387e-08,6.23381e-13,1.51361e-06,4.03271e-07,6.67179e-08,1.11559e-11,6.53327e-06,4.15392e-12,4.59459e-07,1.05368e-08,0.00049953
0.000153086,0.0579031,0.0573133,0.0543474,0.0308055,4.63502e-07,6.49804e-09,9.67779e-14,5.83502e-07,4.53333e-07,1.6666e-08,6.45054e-13,1.51333e-06,4.02201e-07,6.77872e-08,1.15363e-11,6.5322e-06,3.40132e-12,4.59261e-07,1.07354e-08,0.00049953
0.000155709,0.0578967,0.0572971,0.0542856,0.0308015,4.63392e-07,6.60797e-09,1.00096e-13,5.83392e-07,4.53055e-07,1.69448e-08,6.67089e-13,1.51305e-06,4.01135e-07,6.88535e-08,1.19226e-11,6.53113e-06,2.78705e-12,4.59063e-07,1.0934e-08,0.00049953
0.000158332,0.0578904,0.057281,0.0542239,0.0307975,4.63282e-07,6.71786e-09,1.03469e-13,5.83282e-07,4.52776e-07,1.72234e-08,6.89485e-13,1.51278e-06,4.00071e-07,6.99168e-08,1.2315e-11,6.53007e-06,2.28568e-12,4.58865e-07,1.11324e-08,0.00049953
0.000160955,0.057884,0.0572648,0.0541623,0.0307935,4.63172e-07,6.8277e-09,1.06897e-13,5.83172e-07,4.52498e-07,1.75017e-08,7.12242e-13,1.5125e-06,3.9901e-07,7.09771e-08,1.27132e-11,6.52901e-06,1.87646e-12,4.58667e-07,1.13308e-08,0.00049953
0.000163578,0.0578776,0.0572487,0.054101,0.0307895,4.63062e-07,6.93749e-09,1.1038e-13,5.83062e-07,4.52219e-07,1.77799e-08,7.35359e-13,1.51222e-06,3.97952e-07,7.20344e-08,1.31174e-11,6.52795e-06,1.54245e-12,4.58469e-07,1.15291e-08,0.00049953
0.000166201,0.0578713,0.0572326,0.0540398,0.0307855,4.62953e-07,7.04724e-09,1.13918e-13,5.82953e-07,4.51941e-07,1.80578e-08,7.58836e-13,1.51194e-06,3.96898e-07,7.30887e-08,1.35275e-11,6.5269e-06,1.26982e-12,4.58271e-07,1.17273e-08,0.00049953
0.000168824,0.0578649,0.0572165,0.0539788,0.0307816,4.62843e-07,7.15694e-09,1.17511e-13,5.82843e-07,4.51664e-07,1.83355e-08,7.82673e-13,1.51166e-06,3.95846e-07,7.41401e-08,1.39435e-11,6.52585e-06,1.0473e-12,4.58074e-07,1.19254e-08,0.00049953
0.000171448,0.0578585,0.0572004,0.0539179,0.0307776,4.62733e-07,7.26659e-09,1.21159e-13,5.82733e-07,4.51386e-07,1.86129e-08,8.06869e-13,1.51139e-06,3.94797e-07,7.51884e-08,1.43653e-11,6.5248e-06,8.65678e-13,4.57876e-07,1.21234e-08,0.00049953
0.000174071,0.0578522,0.0571843,0.0538573,0.0307736,4.62624e-07,7.3762e-09,1.24861e-13,5.82624e-07,4.51109e-07,1.88902e-08,8.31424e-13,1.51111e-06,3.93751e-07,7.62339e-08,1.4793e-11,6.52375e-06,7.17432e-13,4.57678e-07,1.23214e-08,0.00049953
0.000176694,0.0578458,0.0571682,0.0537968,0.0307697,4.62514e-07,7.48576e-09,1.28618e-13,5.82514e-07,4.50832e-07,1.91672e-08,8.56337e-13,1.51083e-06,3.92708e-07,7.72764e-08,1.52265e-11,6.52271e-06,5.96429e-13,4.5748e-07,1.25192e-08,0.00049953
0.000179317,0.0578395,0.0571522,0.0537365,0.0307657,4.62405e-07,7.59527e-09,1.3243e-13,5.82405e-07,4.50555e-07,1.9444e-08,8.81608e-13,1.51056e-06,3.91668e-07,7.83159e-08,1.56658e-11,6.52167e-06,4.97661e-13,4.57283e-07,1.2717e-08,0.00049953
0.00018194,0.0578331,0.0571361,0.0536763,0.0307617,4.62295e-07,7.70474e-09,1.36296e-13,5.82295e-07,4.50279e-07,1.97206e-08,9.07236e-13,1.51028e-06,3.90631e-07,7.93526e-08,1.61109e-11,6.52063e-06,4.17043e-13,4.57085e-07,1.29147e-08,0.00049953
0.000184563,0.0578268,0.0571201,0.0536163,0.0307578,4.62186e-07,7.81416e-09,1.40217e-13,5.82186e-07,4.50002e-07,1.99969e-08,9.33222e-13,1.51e-06,3.89597e-07,8.03863e-08,1.65618e-11,6.5196e-06,3.51238e-13,4.56887e-07,1.31123e-08,0.00049953
0.000187186,0.0578204,0.0571041,0.0535565,0.0307538,4.62076e-07,7.92353e-09,1.44193e-13,5.82076e-07,4.49726e-07,2.02731e-08,9.59564e-13,1.50973e-06,3.88566e-07,8.14171e-08,1.70185e-11,6.51857e-06,2.97523e-13,4.5669e-07,1.33098e-08,0.00049953
0.000190183,0.0578132,0.0570858,0.0534883,0.0307493,4.61951e-07,8.04845e-09,1.48802e-13,5.81951e-07,4.49411e-07,2.05883e-08,9.901e-13,1.50941e-06,3.87391e-07,8.25914e-08,1.75473e-11,6.51739e-06,2.48115e-13,4.56464e-07,1.35354e-08,0.00049953
0.000193181,0.0578059,0.0570675,0.0534204,0.0307448,4.61827e-07,8.17331e-09,1.53482e-13,5.81827e-07,4.49096e-07,2.09033e-08,1.0211e-12,1.5091e-06,3.8622e-07,8.3762e-08,1.80835e-11,6.51622e-06,2.08935e-13,4.56239e-07,1.37609e-08,0.00049953
0.000196178,0.0577987,0.0570493,0.0533527,0.0307403,4.61702e-07,8.29811e-09,1.58234e-13,5.81702e-07,4.48781e-07,2.1218e-08,1.05257e-12,1.50878e-06,3.85053e-07,8.49288e-08,1.86273e-11,6.51505e-06,1.77863e-13,4.56014e-07,1.39862e-08,0.00049953
0.000199175,0.0577915,0.057031,0.0532852,0.0307358,4.61577e-07,8.42285e-09,1.63056e-13,5.81577e-07,4.48467e-07,2.15324e-08,1.08449e-12,1.50847e-06,3.83889e-07,8.60918e-08,1.91784e-11,6.51389e-06,1.5322e-13,4.55788e-07,1.42115e-08,0.00049953
0.000202173,0.0577842,0.0570128,0.0532179,0.0307313,4.61452e-07,8.54753e-09,1.67949e-13,5.81452e-07,4.48152e-07,2.18465e-08,1.11688e-12,1.50815e-06,3.82729e-07,8.72511e-08,1.97369e-11,6.51273e-06,1.33675e-13,4.55563e-07,1.44367e-08,0.00049953
0.00020517,0.057777,0.0569946,0.0531508,0.0307268,4.61328e-07,8.67215e-09,1.72913e-13,5.81328e-07,4.47839e-07,2.21603e-08,1.14974e-12,1.50784e-06,3.81573e-07,8.84067e-08,2.03027e-11,6.51157e-06,1.18172e-13,4.55338e-07,1.46617e-08,0.00049953
0.000208167,0.0577698,0.0569764,0.053084,0.0307223,4.61203e-07,8.79671e-09,1.77948e-13,5.81203e-07,4.47525e-07,2.24738e-08,1.18305e-12,1.50752e-06,3.8042e-07,8.95586e-08,2.08759e-11,6.51042e-06,1.05874e-13,4.55113e-07,1.48866e-08,0.00049953
0.000211396,0.057762,0.0569568,0.0530122,0.0307174,4.61069e-07,8.93082e-09,1.83451e-13,5.81069e-07,4.47187e-07,2.28113e-08,1.21945e-12,1.50719e-06,3.79183e-07,9.07954e-08,2.15016e-11,6.50918e-06,9.54533e-14,4.54871e-07,1.51288e-08,0.00049953
0.000214625,0.0577542,0.0569373,0.0529407,0.0307126,4.60935e-07,9.06486e-09,1.89036e-13,5.80935e-07,4.4685e-07,2.31484e-08,1.25639e-12,1.50685e-06,3.7795e-07,9.20279e-08,2.21357e-11,6.50795e-06,8.73306e-14,4.54629e-07,1.53708e-08,0.00049953
0.000217854,0.0577465,0.0569178,0.0528694,0.0307077,4.60801e-07,9.19883e-09,1.94703e-13,5.80801e-07,4.46514e-07,2.34852e-08,1.29386e-12,1.50651e-06,3.76721e-07,9.32561e-08,2.27782e-11,6.50672e-06,8.09977e-14,4.54387e-07,1.56127e-08,0.00049953
0.000221083,0.0577387,0.0568982,0.0527983,0.0307029,4.60667e-07,9.33273e-09,2.00451e-13,5.80667e-07,4.46177e-07,2.38216e-08,1.33186e-12,1.50618e-06,3.75496e-07,9.44801e-08,2.3429e-11,6.5055e-06,7.60587e-14,4.54145e-07,1.58545e-08,0.00049953
0.000224311,0.0577309,0.0568787,0.0527275,0.0306981,4.60533e-07,9.46657e-09,2.06281e-13,5.80533e-07,4.45841e-07,2.41578e-08,1.3704e-12,1.50584e-06,3.74276e-07,9.56999e-08,2.40883e-11,6.50428e-06,7.22053e-14,4.53904e-07,1.60962e-08,0.00049953
0.00022754,0.0577232,0.0568593,0.052657,0.0306932,4.60399e-07,9.60033e-09,2.12193e-13,5.80399e-07,4.45505e-07,2.44936e-08,1.40946e-12,1.50551e-06,3.7306e-07,9.69154e-08,2.47558e-11,6.50306e-06,6.91974e-14,4.53662e-07,1.63377e-08,0.00049953
0.000230769,0.0577154,0.0568398,0.0525867,0.0306884,4.60266e-07,9.73402e-09,2.18186e-13,5.80266e-07,4.4517e-07,2.4829e-08,1.44906e-12,1.50517e-06,3.71848e-07,9.81268e-08,2.54317e-11,6.50185e-06,6.68479e-14,4.53421e-07,1.65791e-08,0.00049953
0.000233998,0.0577077,0.0568204,0.0525166,0.0306836,4.60132e-07,9.86764e-09,2.24261e-13,5.80132e-07,4.44834e-07,2.51642e-08,1.48919e-12,1.50483e-06,3.7064e-07,9.93341e-08,2.61157e-11,6.50064e-06,6.50113e-14,4.5318e-07,1.68204e-08,0.00049953
0.000237227,0.0576999,0.0568009,0.0524468,0.0306788,4.59999e-07,1.00012e-08,2.30417e-13,5.79999e-07,4.44499e-07,2.5499e-08,1.52984e-12,1.5045e-06,3.69436e-07,1.00537e-07,2.68081e-11,6.49944e-06,6.3574e-14,4.52938e-07,1.70615e-08,0.00049953
0.000240456,0.0576922,0.0567815,0.0523772,0.030674,4.59865e-07,1.01347e-08,2.36655e-13,5.79865e-07,4.44165e-07,2.58335e-08,1.57102e-12,1.50416e-06,3.68236e-07,1.01736e-07,2.75086e-11,6.49824e-06,6.24477e-14,4.52697e-07,1.73026e-08,0.00049953
0.000244401,0.0576827,0.0567579,0.0522925,0.0306681,4.59702e-07,1.02977e-08,2.44386e-13,5.79702e-07,4.43757e-07,2.62417e-08,1.62205e-12,1.50376e-06,3.66776e-07,1.03195e-07,2.83755e-11,6.49678e-06,6.13948e-14,4.52403e-07,1.75969e-08,0.00049953
0.000248346,0.0576733,0.0567342,0.0522081,0.0306622,4.59539e-07,1.04606e-08,2.52239e-13,5.79539e-07,4.43349e-07,2.66495e-08,1.67387e-12,1.50335e-06,3.65322e-07,1.04649e-07,2.92546e-11,6.49532e-06,6.06091e-14,4.52109e-07,1.7891e-08,0.00049953
0.000252291,0.0576638,0.0567106,0.0521241,0.0306563,4.59376e-07,1.06234e-08,2.60213e-13,5.79376e-07,4.42942e-07,2.70567e-08,1.72648e-12,1.50294e-06,3.63874e-07,1.06096e-07,3.01458e-11,6.49387e-06,6.00201e-14,4.51815e-07,1.81849e-08,0.00049953
0.000256236,0.0576544,0.056687,0.0520405,0.0306504,4.59214e-07,1.07861e-08,2.68307e-13,5.79214e-07,4.42535e-07,2.74635e-08,1.77986e-12,1.50253e-06,3.62432e-07,1.07537e-07,3.1049e-11,6.49243e-06,5.95762e-14,4.51521e-07,1.84787e-08,0.00049953
0.000260181,0.057645,0.0566634,0.0519572,0.0306446,4.59051e-07,1.09487e-08,2.76522e-13,5.79051e-07,4.42128e-07,2.78698e-08,1.83403e-12,1.50213e-06,3.60996e-07,1.08972e-07,3.19641e-11,6.491e-06,5.92392e-14,4.51228e-07,1.87722e-08,0.00049953
0.000264127,0.0576355,0.0566399,0.0518742,0.0306387,4.58889e-07,1.11111e-08,2.84858e-13,5.78889e-07,4.41722e-07,2.82756e-08,1.88898e-12,1.50172e-06,3.59567e-07,1.10401e-07,3.28912e-11,6.48957e-06,5.89809e-14,4.50934e-07,1.90656e-08,0.00049953
0.000268647,0.0576247,0.0566129,0.0517796,0.030632,4.58703e-07,1.12972e-08,2.94557e-13,5.78703e-07,4.41258e-07,2.874e-08,1.95289e-12,1.50126e-06,3.57936e-07,1.12031e-07,3.39679e-11,6.48794e-06,5.87553e-14,4.50598e-07,1.94015e-08,0.00049953
0.000273167,0.057614,0.056586,0.0516854,0.0306253,4.58517e-07,1.14831e-08,3.04414e-13,5.78517e-07,4.40794e-07,2.92038e-08,2.01783e-12,1.50079e-06,3.56312e-07,1.13653e-07,3.50601e-11,6.48631e-06,5.85835e-14,4.50263e-07,1.97371e-08,0.00049953
0.000277688,0.0576032,0.0565592,0.0515917,0.0306186,4.58331e-07,1.16689e-08,3.14429e-13,5.78331e-07,4.40331e-07,2.96669e-08,2.08379e-12,1.50033e-06,3.54697e-07,1.15267e-07,3.61678e-11,6.4847e-06,5.84496e-14,4.49927e-07,2.00725e-08,0.00049953
0.000282208,0.0575924,0.0565323,0.0514984,0.0306119,4.58145e-07,1.18545e-08,3.246e-13,5.78145e-07,4.39868e-07,3.01294e-08,2.15076e-12,1.49987e-06,3.53089e-07,1.16874e-07,3.72907e-11,6.48309e-06,5.83425e-14,4.49592e-07,2.04076e-08,0.00049953
0.000286729,0.0575817,0.0565055,0.0514056,0.0306052,4.5796e-07,1.204e-08,3.3493e-13,5.7796e-07,4.39406e-07,3.05913e-08,2.21875e-12,1.49941e-06,3.51489e-07,1.18472e-07,3.84288e-11,6.48149e-06,5.82542e-14,4.49257e-07,2.07425e-08,0.00049953
0.000291249,0.0575709,0.0564788,0.0513132,0.0305985,4.57774e-07,1.22254e-08,3.45416e-13,5.77774e-07,4.38945e-07,3.10526e-08,2.28774e-12,1.49895e-06,3.49897e-07,1.20064e-07,3.95821e-11,6.4799e-06,5.81792e-14,4.48923e-07,2.10772e-08,0.00049953
0.000297061,0.0575571,0.0564444,0.0511951,0.0305899,4.57536e-07,1.24635e-08,3.59128e-13,5.77536e-07,4.38353e-07,3.16447e-08,2.37794e-12,1.49835e-06,3.4786e-07,1.22098e-07,4.1087e-11,6.47786e-06,5.80962e-14,4.48493e-07,2.15071e-08,0.00049953
0.000302873,0.0575433,0.0564101,0.0510777,0.0305813,4.57298e-07,1.27015e-08,3.73099e-13,5.77298e-07,4.37762e-07,3.22357e-08,2.4698e-12,1.49776e-06,3.45837e-07,1.24121e-07,4.26167e-11,6.47584e-06,5.80232e-14,4.48063e-07,2.19366e-08,0.00049953
0.000308685,0.0575295,0.0563759,0.050961,0.0305727,4.5706e-07,1.29392e-08,3.87328e-13,5.7706e-07,4.37172e-07,3.28258e-08,2.56333e-12,1.49717e-06,3.43825e-07,1.2613e-07,4.41709e-11,6.47383e-06,5.79565e-14,4.47634e-07,2.23656e-08,0.00049953
0.000314497,0.0575157,0.0563417,0.050845,0.0305641,4.56823e-07,1.31766e-08,4.01815e-13,5.76823e-07,4.36583e-07,3.34148e-08,2.65851e-12,1.49658e-06,3.41826e-07,1.28128e-07,4.57495e-11,6.47183e-06,5.7894e-14,4.47206e-07,2.27943e-08,0.00049953
0.000320308,0.057502,0.0563076,0.0507298,0.0305556,4.56586e-07,1.34139e-08,4.16559e-13,5.76586e-07,4.35994e-07,3.40028e-08,2.75534e-12,1.49599e-06,3.3984e-07,1.30113e-07,4.73524e-11,6.46984e-06,5.7834e-14,4.46777e-07,2.32225e-08,0.00049953
0.000327412,0.0574852,0.056266,0.0505898,0.0305451,4.56296e-07,1.37036e-08,4.34929e-13,5.76296e-07,4.35277e-07,3.472e-08,2.87594e-12,1.49528e-06,3.37428e-07,1.32523e-07,4.93441e-11,6.46743e-06,5.7763e-14,4.46255e-07,2.37454e-08,0.00049953
0.000334515,0.0574684,0.0562245,0.0504509,0.0305347,4.56007e-07,1.39929e-08,4.53681e-13,5.76007e-07,4.34561e-07,3.54358e-08,2.99899e-12,1.49456e-06,3.35034e-07,1.34915e-07,5.13715e-11,6.46503e-06,5.76935e-14,4.45732e-07,2.42676e-08,0.00049953
0.000341619,0.0574516,0.0561831,0.0503131,0.0305242,4.55718e-07,1.42819e-08,4.72816e-13,5.75718e-07,4.33847e-07,3.615e-08,3.12448e-12,1.49385e-06,3.32658e-07,1.37288e-07,5.34342e-11,6.46266e-06,5.76248e-14,4.45211e-07,2.47893e-08,0.00049953
0.000348722,0.0574349,0.0561417,0.0501763,0.0305138,4.55429e-07,1.45706e-08,4.92331e-13,5.75429e-07,4.33134e-07,3.68627e-08,3.25242e-12,1.49313e-06,3.303e-07,1.39645e-07,5.5532e-11,6.4603e-06,5.75567e-14,4.4469e-07,2.53103e-08,0.00049953
0.000356149,0.0574174,0.0560986,0.0500343,0.0305029,4.55127e-07,1.48721e-08,5.1314e-13,5.75127e-07,4.3239e-07,3.76062e-08,3.38877e-12,1.49239e-06,3.27853e-07,1.42089e-07,5.77623e-11,6.45785e-06,5.74859e-14,4.44146e-07,2.58543e-08,0.00049953
0.000363575,0.0573999,0.0560555,0.0498935,0.030492,4.54826e-07,1.51732e-08,5.34364e-13,5.74826e-07,4.31648e-07,3.8348e-08,3.52777e-12,1.49165e-06,3.25426e-07,1.44514e-07,6.00303e-11,6.45543e-06,5.74154e-14,4.43602e-07,2.63977e-08,0.00049953
0.000371001,0.0573825,0.0560126,0.0497537,0.0304812,4.54526e-07,1.54739e-08,5.56002e-13,5.74526e-07,4.30908e-07,3.90882e-08,3.66942e-12,1.49091e-06,3.23017e-07,1.46921e-07,6.23357e-11,6.45302e-06,5.7345e-14,4.43059e-07,2.69405e-08,0.00049953
0.000383053,0.0573542,0.0559431,0.0495292,0.0304636,4.54038e-07,1.59612e-08,5.91996e-13,5.74038e-07,4.2971e-07,4.02859e-08,3.90489e-12,1.48971e-06,3.19147e-07,1.50786e-07,6.61558e-11,6.44915e-06,5.72311e-14,4.4218e-07,2.78198e-08,0.00049953
0.000395106,0.057326,0.0558739,0.0493075,0.0304461,4.53552e-07,1.64476e-08,6.29074e-13,5.73552e-07,4.28516e-07,4.14794e-08,4.14727e-12,1.48852e-06,3.15327e-07,1.54603e-07,7.00721e-11,6.44533e-06,5.71175e-14,4.41302e-07,2.86975e-08,0.00049953
0.000407158,0.0572978,0.0558049,0.0490886,0.0304285,4.53066e-07,1.69331e-08,6.67231e-13,5.73066e-07,4.27327e-07,4.26685e-08,4.3965e-12,1.48733e-06,3.11554e-07,1.58372e-07,7.40833e-11,6.44155e-06,5.70041e-14,4.40427e-07,2.95733e-08,0.00049953
0.00044391,0.0572123,0.055596,0.0484379,0.0303753,4.51592e-07,1.84077e-08,7.90216e-13,5.71592e-07,4.23726e-07,4.62687e-08,5.19856e-12,1.48373e-06,3.00339e-07,1.69575e-07,8.68888e-11,6.43034e-06,5.66595e-14,4.37766e-07,3.22336e-08,0.00049953
0.000453098,0.057191,0.0555441,0.0482791,0.0303621,4.51224e-07,1.8775e-08,8.22512e-13,5.71224e-07,4.22832e-07,4.71626e-08,5.40888e-12,1.48283e-06,2.97601e-07,1.72308e-07,9.02218e-11,6.4276e-06,5.65737e-14,4.37104e-07,3.28961e-08,0.00049953
0.000462286,0.0571697,0.0554924,0.0481218,0.0303489,4.50857e-07,1.91418e-08,8.55424e-13,5.70857e-07,4.2194e-07,4.80541e-08,5.62308e-12,1.48194e-06,2.9489e-07,1.75016e-07,9.36064e-11,6.42489e-06,5.64883e-14,4.36442e-07,3.35577e-08,0.00049953
0.000471474,0.0571485,0.0554408,0.0479659,0.0303356,4.50491e-07,1.9508e-08,8.88951e-13,5.70491e-07,4.21051e-07,4.89432e-08,5.84116e-12,1.48105e-06,2.92205e-07,1.77698e-07,9.70421e-11,6.4222e-06,5.64029e-14,4.35782e-07,3.42182e-08,0.00049953
0.000480662,0.0571273,0.0553894,0.0478116,0.0303224,4.50125e-07,1.98737e-08,9.23091e-13,5.70125e-07,4.20164e-07,4.98299e-08,6.0631e-12,1.48016e-06,2.89545e-07,1.80355e-07,1.00528e-10,6.41954e-06,5.63175e-14,4.35122e-07,3.48777e-08,0.00049953
0.000488089,0.0571101,0.0553479,0.0476879,0.0303118,4.4983e-07,2.01689e-08,9.51132e-13,5.6983e-07,4.19449e-07,5.05448e-08,6.24529e-12,1.47945e-06,2.87414e-07,1.82483e-07,1.03383e-10,6.41741e-06,5.62486e-14,4.3459e-07,3.54101e-08,0.00049953
0.000495515,0.057093,0.0553065,0.0475652,0.0303012,4.49535e-07,2.04638e-08,9.79571e-13,5.69535e-07,4.18735e-07,5.12581e-08,6.42999e-12,1.47874e-06,2.85299e-07,1.84595e-07,1.06269e-10,6.4153e-06,5.61798e-14,4.34058e-07,3.59418e-08,0.00049953
0.000502941,0.0570759,0.0552652,0.0474434,0.0302905,4.49241e-07,2.07583e-08,1.00841e-12,5.69241e-07,4.18023e-07,5.19699e-08,6.61718e-12,1.47802e-06,2.832e-07,1.86691e-07,1.09188e-10,6.4132e-06,5.61111e-14,4.33527e-07,3.64728e-08,0.00049953
0.000525701,0.0570237,0.0551392,0.047076,0.0302581,4.4834e-07,2.16587e-08,1.09925e-12,5.6834e-07,4.15851e-07,5.41417e-08,7.20634e-12,1.47585e-06,2.76868e-07,1.93014e-07,1.18331e-10,6.40687e-06,5.59009e-14,4.31904e-07,3.80963e-08,0.00049953
0.000548461,0.0569717,0.0550141,0.0467171,0.0302257,4.47443e-07,2.25559e-08,1.1938e-12,5.67443e-07,4.13693e-07,5.62989e-08,7.81863e-12,1.47369e-06,2.70683e-07,1.99189e-07,1.27766e-10,6.40068e-06,5.56915e-14,4.30286e-07,3.97137e-08,0.00049953
0.000571221,0.0569198,0.0548897,0.0463665,0.0301935,4.46549e-07,2.34499e-08,1.29202e-12,5.66549e-07,4.1155e-07,5.84419e-08,8.45384e-12,1.47155e-06,2.64643e-07,2.0522e-07,1.37485e-10,6.39464e-06,5.5483e-14,4.28675e-07,4.13251e-08,0.00049953
0.000593981,0.0568681,0.0547662,0.0460241,0.0301614,4.45658e-07,2.43407e-08,1.39389e-12,5.65658e-07,4.0942e-07,6.05706e-08,9.11174e-12,1.46942e-06,2.58742e-07,2.1111e-07,1.47481e-10,6.38874e-06,5.52753e-14,4.2707e-07,4.29304e-08,0.00049953
0.000601407,0.0568513,0.0547261,0.0459141,0.0301509,4.45368e-07,2.46306e-08,1.42792e-12,5.65368e-07,4.08729e-07,6.12621e-08,9.33127e-12,1.46873e-06,2.56847e-07,2.13002e-07,1.50802e-10,6.38685e-06,5.52077e-14,4.26547e-07,4.34529e-08,0.00049953
0.000608833,0.0568345,0.054686,0.0458049,0.0301405,4.45078e-07,2.49203e-08,1.46233e-12,5.65078e-07,4.08038e-07,6.19522e-08,9.55319e-12,1.46804e-06,2.54966e-07,2.1488e-07,1.5415e-10,6.38497e-06,5.51402e-14,4.26025e-07,4.39747e-08,0.00049953
0.000616259,0.0568177,0.0546461,0.0456966,0.0301301,4.44789e-07,2.52096e-08,1.49712e-12,5.64789e-07,4.0735e-07,6.26407e-08,9.77749e-12,1.46735e-06,2.53099e-07,2.16744e-07,1.57528e-10,6.3831e-06,5.50727e-14,4.25504e-07,4.44959e-08,0.00049953
0.000623688,0.056801,0.0546062,0.045589,0.0301197,4.445e-07,2.54986e-08,1.53231e-12,5.645e-07,4.06662e-07,6.3328e-08,1.00042e-11,1.46666e-06,2.51246e-07,2.18593e-07,1.60934e-10,6.38125e-06,5.50053e-14,4.24983e-07,4.50167e-08,0.00049953
0.000631117,0.0567842,0.0545664,0.0454823,0.0301093,4.44211e-07,2.57874e-08,1.56789e-12,5.64211e-07,4.05976e-07,6.40138e-08,1.02334e-11,1.46598e-06,2.49407e-07,2.20429e-07,1.64369e-10,6.37941e-06,5.49379e-14,4.24463e-07,4.55368e-08,0.00049953
0.000638546,0.0567675,0.0545267,0.0453764,0.0300989,4.43923e-07,2.60758e-08,1.60384e-12,5.63923e-07,4.05291e-07,6.46982e-08,1.04648e-11,1.46529e-06,2.47581e-07,2.22251e-07,1.67831e-10,6.37758e-06,5.48707e-14,4.23944e-07,4.60563e-08,0.00049953
0.000673878,0.0566882,0.054339,0.0448835,0.0300496,4.42555e-07,2.74428e-08,1.78005e-12,5.62555e-07,4.02056e-07,6.79327e-08,1.15978e-11,1.46206e-06,2.39089e-07,2.30726e-07,1.84667e-10,6.36909e-06,5.4552e-14,4.21482e-07,4.85183e-08,0.00049953
0.00070921,0.0566093,0.0541532,0.0444081,0.0300007,4.41196e-07,2.88022e-08,1.96478e-12,5.61196e-07,3.98853e-07,7.11343e-08,1.27831e-11,1.45885e-06,2.30899e-07,2.38899e-07,2.02099e-10,6.3609e-06,5.42351e-14,4.19034e-07,5.0966e-08,0.00049953
0.000718043,0.0565897,0.0541071,0.0442919,0.0299885,4.40857e-07,2.91409e-08,2.01229e-12,5.60857e-07,3.98057e-07,7.19296e-08,1.30875e-11,1.45806e-06,2.28897e-07,2.40896e-07,2.06547e-10,6.3589e-06,5.41562e-14,4.18424e-07,5.15757e-08,0.00049953
